	Kingdom	Phylum	Class	Order	Family	Genus
ASV 7457 _	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
ASV 7458 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 7459 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	MidBa8	NA
ASV 7460 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV 7461 _	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV 7462 _	Archaea	NA	NA	NA	NA	NA
ASV 7463 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA
ASV 7464 _	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	FFCH9454	NA
ASV 7465 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 7466 _	Bacteria	Planctomycetes	Brocadiae	SM23-32	NA	NA
ASV 7467 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 7468 _	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	NA	NA
ASV 7469 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7470 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	NA
ASV 7471 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7472 _	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV 7473 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 7474 _	Bacteria	Acidobacteria	AT-s3-28	NA	NA	NA
ASV 7475 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 7476 _	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV 7477 _	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA
ASV 7478 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7479 _	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA
ASV 7480 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7481 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
ASV 7482 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV 7483 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 7484 _	Bacteria	Planctomycetes	Phycisphaerae	NA	NA	NA
ASV 7485 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV 7486 _	Bacteria	Acidobacteria	Subgroup_17	NA	NA	NA
ASV 7487 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 7488 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4_lineage
ASV 7489 _	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
ASV 7490 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	NA
ASV 7491 _	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV 7492 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 7493 _	Archaea	Crenarchaeota	Bathyarchaeia	NA	NA	NA
ASV 7494 _	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV 7495 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 7496 _	Bacteria	Planctomycetes	Phycisphaerae	Pla1_lineage	NA	NA
ASV 7497 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 7498 _	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
ASV 7499 _	NA	NA	NA	NA	NA	NA
ASV 7500 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 7501 _	Bacteria	NA	NA	NA	NA	NA
ASV 7502 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 7503 _	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV 7504 _	Bacteria	Acidobacteria	Subgroup_26	NA	NA	NA
ASV 7505 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 7506 _	Bacteria	Gemmatimonadetes	PAUC43f_marine_benthic_group	NA	NA	NA
ASV 7507 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7508 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
ASV 7509 _	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV 7510 _	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	cvE6	NA
ASV 7511 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7512 _	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV 7513 _	Bacteria	Elusimicrobia	Lineage_IIb	NA	NA	NA
ASV 7514 _	Bacteria	Planctomycetes	Phycisphaerae	S-70	NA	NA
ASV 7515 _	Bacteria	Proteobacteria	Deltaproteobacteria	DTB120	NA	NA
ASV 7516 _	NA	NA	NA	NA	NA	NA
ASV 7517 _	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV 7518 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 7519 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7520 _	Bacteria	NA	NA	NA	NA	NA
ASV 7521 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV 7522 _	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	PAUC26f
ASV 7523 _	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV 7524 _	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
ASV 7525 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 7526 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 7527 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV 7528 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7529 _	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
ASV 7530 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 7531 _	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
ASV 7532 _	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
ASV 7533 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 7534 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV 7535 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 7536 _	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	SB-5	NA
ASV 7537 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 7538 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7539 _	Bacteria	LCP-89	NA	NA	NA	NA
ASV 7540 _	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	NA
ASV 7541 _	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV 7542 _	Bacteria	Chloroflexi	Anaerolineae	NA	NA	NA
ASV 7543 _	Archaea	NA	NA	NA	NA	NA
ASV 7544 _	Bacteria	NA	NA	NA	NA	NA
ASV 7545 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7546 _	Bacteria	Acidobacteria	Aminicenantia	Aminicenantales	NA	NA
ASV 7547 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 7548 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SM23-30	NA
ASV 7549 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7550 _	Bacteria	Armatimonadetes	NA	NA	NA	NA
ASV 7551 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 7552 _	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
ASV 7553 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV 7554 _	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	NA	NA
ASV 7555 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SM23-30	NA
ASV 7556 _	Archaea	NA	NA	NA	NA	NA
ASV 7557 _	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA
ASV 7558 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	NA	NA
ASV 7559 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	AKAU3564_sediment_group	NA
ASV 7560 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 7561 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 7562 _	Archaea	Hydrothermarchaeota	NA	NA	NA	NA
ASV 7563 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7564 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 7565 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV 7566 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 7567 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV 7568 _	Bacteria	Chloroflexi	Dehalococcoidia	SPG12-343-353-B75	NA	NA
ASV 7569 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7570 _	Bacteria	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76
ASV 7571 _	Bacteria	Poribacteria	NA	NA	NA	NA
ASV 7572 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 7573 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 7574 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
ASV 7575 _	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
ASV 7576 _	Bacteria	Omnitrophicaeota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus_Omnitrophus
ASV 7577 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 7578 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
ASV 7579 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Kiloniellaceae	NA
ASV 7580 _	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
ASV 7581 _	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA
ASV 7582 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 7583 _	Bacteria	Proteobacteria	Deltaproteobacteria	MBNT15	NA	NA
ASV 7584 _	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	NA
ASV 7585 _	Bacteria	BRC1	NA	NA	NA	NA
ASV 7586 _	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	NA	NA
ASV 7587 _	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Motiliproteus
ASV 7588 _	Bacteria	BRC1	NA	NA	NA	NA
ASV 7589 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 7590 _	Bacteria	Chloroflexi	JG30-KF-CM66	NA	NA	NA
ASV 7591 _	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
ASV 7592 _	Bacteria	Proteobacteria	Deltaproteobacteria	NA	NA	NA
ASV 7593 _	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV 7594 _	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA
ASV 7595 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 7596 _	Bacteria	Planctomycetes	Phycisphaerae	NA	NA	NA
ASV 7597 _	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1
ASV 7598 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV 7599 _	Bacteria	NA	NA	NA	NA	NA
ASV 7600 _	Bacteria	Nitrospirae	Thermodesulfovibrionia	NA	NA	NA
ASV 7601 _	Bacteria	Nitrospinae	P9X2b3D02	NA	NA	NA
ASV 7602 _	Bacteria	Proteobacteria	Deltaproteobacteria	10bav-F6	NA	NA
ASV 7603 _	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12411	NA
ASV 7604 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SG8-4	NA
ASV 7605 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 7606 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 7607 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA
ASV 7608 _	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	NA	NA
ASV 7609 _	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA
ASV 7610 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7611 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7612 _	Bacteria	Elusimicrobia	4-29	NA	NA	NA
ASV 7613 _	Bacteria	NA	NA	NA	NA	NA
ASV 7614 _	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	NA
ASV 7615 _	Bacteria	Zixibacteria	NA	NA	NA	NA
ASV 7616 _	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV 7617 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV 7618 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	NA
ASV 7619 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfopila
ASV 7620 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA
ASV 7621 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7622 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 7623 _	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus
ASV 7624 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV 7625 _	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
ASV 7626 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	NA
ASV 7627 _	Bacteria	Chloroflexi	Dehalococcoidia	S085	NA	NA
ASV 7628 _	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	NA
ASV 7629 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV 7630 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 7631 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_10
ASV 7632 _	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	NA	NA
ASV 7633 _	Bacteria	NA	NA	NA	NA	NA
ASV 7634 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 7635 _	Bacteria	Acidobacteria	Aminicenantia	Aminicenantales	NA	NA
ASV 7636 _	Bacteria	Planctomycetes	vadinHA49	NA	NA	NA
ASV 7637 _	Bacteria	Proteobacteria	Gammaproteobacteria	Beggiatoales	Beggiatoaceae	NA
ASV 7638 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 7639 _	Bacteria	Patescibacteria	Gracilibacteria	Candidatus_Peregrinibacteria	NA	NA
ASV 7640 _	Bacteria	WS1	NA	NA	NA	NA
ASV 7641 _	Bacteria	Chloroflexi	Dehalococcoidia	NA	NA	NA
ASV 7642 _	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	NA	NA
ASV 7643 _	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV 7644 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV 7645 _	Bacteria	Spirochaetes	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2
ASV 7646 _	Bacteria	Latescibacteria	NA	NA	NA	NA
ASV 7647 _	Bacteria	Proteobacteria	Deltaproteobacteria	NKB15	NA	NA
ASV 7648 _	Bacteria	Calditrichaeota	Calditrichia	Calditrichales	Calditrichaceae	Caldithrix
ASV 7649 _	Archaea	NA	NA	NA	NA	NA
ASV 7650 _	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
ASV 7651 _	Bacteria	Spirochaetes	Leptospirae	Leptospirales	Leptospiraceae	RBG-16-49-21
ASV 7652 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_23
ASV 7653 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV 7654 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 7655 _	Bacteria	Nitrospirae	Thermodesulfovibrionia	NA	NA	NA
ASV 7656 _	Bacteria	Poribacteria	NA	NA	NA	NA
ASV 7657 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	NA
ASV 7658 _	Bacteria	Acidobacteria	AT-s3-28	NA	NA	NA
ASV 7659 _	Bacteria	Chloroflexi	Anaerolineae	SBR1031	NA	NA
ASV 7660 _	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus
ASV 7661 _	NA	NA	NA	NA	NA	NA
ASV 7662 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV 7663 _	Archaea	Asgardaeota	NA	NA	NA	NA
ASV 7664 _	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup_23
ASV 7665 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7666 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 7667 _	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Thermomarinilinea
ASV 7668 _	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA
ASV 7669 _	NA	NA	NA	NA	NA	NA
ASV 7670 _	Bacteria	Acidobacteria	Subgroup_26	NA	NA	NA
ASV 7671 _	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324_clade(Marine_group_B)	NA	NA
ASV 7672 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 7673 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19_marine_sediment_group
ASV 7674 _	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV 7675 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfatiglans
ASV 7676 _	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	MSBL7
ASV 7677 _	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV 7678 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7679 _	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	NA
ASV 7680 _	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae	Candidatus_Entotheonella
ASV 7681 _	Bacteria	Latescibacteria	Latescibacteria	Latescibacterales	Latescibacteraceae	NA
ASV 7682 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7683 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7684 _	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Geodermatophilaceae	Blastococcus
ASV 7685 _	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV 7686 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 7687 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 7688 _	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA
ASV 7689 _	Bacteria	NA	NA	NA	NA	NA
ASV 7690 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 7691 _	Bacteria	Acidobacteria	Subgroup_9	NA	NA	NA
ASV 7692 _	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
ASV 7693 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 7694 _	Bacteria	Proteobacteria	Gammaproteobacteria	JTB23	NA	NA
ASV 7695 _	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV 7696 _	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV 7697 _	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA
ASV 7698 _	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA
ASV 7699 _	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV 7700 _	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV 7701 _	Bacteria	NA	NA	NA	NA	NA
ASV 7702 _	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	NA	NA
ASV 7703 _	Bacteria	Proteobacteria	Deltaproteobacteria	NKB15	NA	NA
ASV 7704 _	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA
ASV 7705 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	L21-RPul-D3	NA
ASV 7706 _	Bacteria	Aegiribacteria	NA	NA	NA	NA
ASV 7707 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 7708 _	Bacteria	Planctomycetes	Phycisphaerae	MSBL9	SM23-30	NA
ASV 7709 _	Bacteria	Planctomycetes	NA	NA	NA	NA
ASV 7710 _	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Nealsonbacteria	NA	NA
ASV 7711 _	Bacteria	WS1	NA	NA	NA	NA
ASV 7712 _	Bacteria	Gemmatimonadetes	BD2-11_terrestrial_group	NA	NA	NA
ASV 7713 _	Bacteria	Chloroflexi	Dehalococcoidia	MSBL5	NA	NA
ASV 7714 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Eel-36e1D6	NA
ASV 7715 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 7716 _	Bacteria	Omnitrophicaeota	NA	NA	NA	NA
ASV 7717 _	Bacteria	BRC1	NA	NA	NA	NA
ASV 7718 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25	NA
ASV 7719 _	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV 7720 _	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Yanofskybacteria	NA	NA
ASV 7721 _	Bacteria	Patescibacteria	Microgenomatia	Candidatus_Woesebacteria	NA	NA
ASV 7722 _	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidetes_BD2-2	NA
ASV 7723 _	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NA	NA
ASV 7724 _	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	VHS-B3-70	NA
ASV 7725 _	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	NA	NA
ASV 7726 _	Archaea	Euryarchaeota	Thermoplasmata	NA	NA	NA
ASV 7727 _	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA
ASV 7728 _	Bacteria	Planctomycetes	OM190	NA	NA	NA
ASV 7729 _	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	NA	NA
ASV 7730 _	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
ASV 7731 _	Bacteria	Planctomycetes	Brocadiae	Brocadiales	Scalinduaceae	Candidatus_Scalindua
ASV 7732 _	Archaea	Nanoarchaeaeota	Woesearchaeia	NA	NA	NA
ASV 7733 _	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	NA	NA
ASV 7734 _	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA
ASV 7735 _	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	NA
ASV 7736 _	Bacteria	Planctomycetes	SPG12-343-353-B69	NA	NA	NA
ASV 7737 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
ASV 7738 _	Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira
ASV 7739 _	Bacteria	Acidobacteria	Subgroup_22	NA	NA	NA
