	SRR6171591	SRR6171610	SRR6171613	SRR6171628	SRR6171632	SRR6171861	SRR6171863	SRR6171996	SRR6172005	SRR6172047	SRR6172048	SRR6172125	SRR6172126	SRR6172133	SRR6172162	SRR6172163	SRR6172165	SRR6172166	SRR6172218	SRR6172219	SRR6172263	SRR6172267	SRR6173526	SRR6173691	SRR6173720	SRR6173734	SRR6173743	SRR6173747	SRR6173774	SRR6173776
ASV 3392 _	7	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	1	0	0
ASV 3393 _	0	68	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	5	0	0
ASV 3394 _	0	35	12	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	15	0	16	0
ASV 3395 _	0	6	4	0	0	24	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	5	1
ASV 3396 _	0	16	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6	9	0	31	8	3
ASV 3397 _	0	30	41	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	5
ASV 3398 _	0	24	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	31	25
ASV 3399 _	0	12	29	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	19	0
ASV 3400 _	0	9	21	0	0	21	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV 3401 _	0	1	0	0	0	16	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3402 _	0	11	14	0	0	20	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	5	3	4
ASV 3403 _	0	0	5	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV 3404 _	0	0	14	0	0	16	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3405 _	0	0	11	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV 3406 _	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	46	10	0	0	0	0	0
ASV 3407 _	0	0	0	10	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	15	0	0	0	0	0
ASV 3408 _	0	0	0	38	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	20	10	8	0
ASV 3409 _	0	0	0	0	0	27	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
ASV 3410 _	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	32	11
ASV 3411 _	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	29	0	0	0	0	0	0
ASV 3412 _	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3413 _	0	0	0	0	0	0	0	60	7	1	0	0	0	2	0	0	0	17	0	0	7	0	0	0	0	0	0	0	0	0
ASV 3414 _	0	0	0	0	0	0	0	0	0	0	43	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3415 _	0	0	0	0	0	0	0	0	0	0	8	0	22	25	14	11	9	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV 3416 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0
ASV 3417 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0
ASV 3418 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0
ASV 3419 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0
ASV 3420 _	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3421 _	19	2	0	6	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	35	0	0	0
ASV 3422 _	17	11	0	19	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
ASV 3423 _	21	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0
ASV 3424 _	2	0	8	9	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	8	0	9	0	0
ASV 3425 _	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	34	22	0	0
ASV 3426 _	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3427 _	0	67	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ASV 3428 _	0	58	6	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV 3429 _	0	29	39	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	8	0	5
ASV 3430 _	0	30	11	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	4
ASV 3431 _	0	50	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	31	0
ASV 3432 _	0	38	0	0	0	17	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	7	0	6	0
ASV 3433 _	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3434 _	0	9	22	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	28	9	0
ASV 3435 _	0	21	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	8	0	8	19	10
ASV 3436 _	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3437 _	0	0	37	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	16	0	0	10	0
ASV 3438 _	0	0	10	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	12	0	0	20	0
ASV 3439 _	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	23	32	2
ASV 3440 _	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3441 _	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3442 _	0	0	0	33	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV 3443 _	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3444 _	0	0	0	0	0	30	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	8	0	7	2	0
ASV 3445 _	0	0	0	0	0	22	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	10	8	15
ASV 3446 _	0	0	0	0	0	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	36	0	0
ASV 3447 _	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV 3448 _	0	0	0	0	0	0	0	0	8	11	6	15	0	0	0	31	10	0	7	5	0	0	0	0	0	0	0	0	0	0
ASV 3449 _	0	0	0	0	0	0	0	0	0	47	0	8	9	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3450 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0
ASV 3451 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	33	0	15	37	0
ASV 3452 _	6	22	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	15	10	7	0	0
ASV 3453 _	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3454 _	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3455 _	0	45	0	9	0	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	6	0	6	0	0
ASV 3456 _	0	24	0	2	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	17	0	6
ASV 3457 _	0	16	0	0	0	5	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0
ASV 3458 _	0	39	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	9	0	0
ASV 3459 _	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3460 _	0	31	0	6	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	28	0
ASV 3461 _	0	26	39	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	7	0	0
ASV 3462 _	0	16	10	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	18	8	20	0	0	0	6
ASV 3463 _	0	16	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	17	0	0	0	0	0
ASV 3464 _	0	10	21	0	0	6	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	11
ASV 3465 _	0	10	18	0	0	22	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	6	0	0
ASV 3466 _	0	1	0	24	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	56	0	0	0	0	0	0
ASV 3467 _	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3468 _	0	0	17	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	21	0	0	0	0	0
ASV 3469 _	0	0	5	0	7	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	21	5
ASV 3470 _	0	0	0	41	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	8	0	0	0	0	0
ASV 3471 _	0	0	0	49	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3472 _	0	0	0	10	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	17	4	14	10	10
ASV 3473 _	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3474 _	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3475 _	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3476 _	0	0	0	0	0	0	0	4	11	0	0	0	6	0	25	0	36	2	8	0	0	0	0	0	0	0	0	0	0	0
ASV 3477 _	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3478 _	0	0	0	0	0	0	0	0	0	0	38	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3479 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3480 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3481 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3482 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0
ASV 3483 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0
ASV 3484 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	65	0	0	0	0	0	0
ASV 3485 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0
ASV 3486 _	6	0	0	16	42	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0
ASV 3487 _	10	0	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	15	0	0	22	0	0	6
ASV 3488 _	15	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	15	1	0	0
ASV 3489 _	1	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	40	0	5	6	15	0	0
ASV 3490 _	0	47	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	22	0	0
ASV 3491 _	0	25	0	0	5	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	23	6
ASV 3492 _	0	38	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	9	0	9	15	0
ASV 3493 _	0	43	22	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	3	0
ASV 3494 _	0	18	1	0	0	33	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV 3495 _	0	32	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	36	0	0	0	0	0
ASV 3496 _	0	39	8	4	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	15	0	0
ASV 3497 _	0	24	18	0	0	11	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3498 _	0	2	16	0	0	20	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3499 _	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	38	11	0
ASV 3500 _	0	18	17	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	5	0	18	0	3
ASV 3501 _	0	10	12	0	0	19	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	6	0	0	0	0
ASV 3502 _	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	43	0	0	0	0	0	0
ASV 3503 _	0	0	4	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	40	0	0	0	1	0	0
ASV 3504 _	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3505 _	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3506 _	0	0	0	16	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	17	0	0	23	15	0	2
ASV 3507 _	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3508 _	0	0	0	0	0	65	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
ASV 3509 _	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3510 _	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3511 _	0	0	0	0	0	0	0	0	16	13	0	0	3	26	0	0	0	22	0	11	0	0	0	0	0	0	0	0	0	0
ASV 3512 _	0	0	0	0	0	0	0	0	0	0	24	0	0	6	12	4	31	7	5	0	2	0	0	0	0	0	0	0	0	0
ASV 3513 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0
ASV 3514 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	31	0	22	0	7
ASV 3515 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	25	34	15
ASV 3516 _	18	0	0	37	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV 3517 _	13	21	3	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	13	0	14	0
ASV 3518 _	9	7	0	42	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0
ASV 3519 _	18	7	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	6	0	14	15	10	0
ASV 3520 _	21	0	0	51	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV 3521 _	7	71	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3522 _	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	8	0	32
ASV 3523 _	26	0	0	6	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3524 _	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	42	0	0	0
ASV 3525 _	0	64	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	12	0	0
ASV 3526 _	0	55	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV 3527 _	0	52	4	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
ASV 3528 _	0	48	5	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0
ASV 3529 _	0	25	17	0	2	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	8	2	0
ASV 3530 _	0	12	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	9	4	16
ASV 3531 _	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	34	0	0
ASV 3532 _	0	15	11	0	0	51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV 3533 _	0	12	0	0	0	25	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3534 _	0	22	7	0	0	9	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	10
ASV 3535 _	0	4	17	0	0	37	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3536 _	0	7	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	15	0	0	0	0
ASV 3537 _	0	38	15	5	0	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	2	0	0	0	0	0
ASV 3538 _	0	7	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
ASV 3539 _	0	20	35	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3540 _	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3541 _	0	0	4	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	36	0	0	0	0	0	0
ASV 3542 _	0	0	8	47	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	21	0	0	0	0	0	0
ASV 3543 _	0	0	0	43	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	23	0	0	0	0	0	0
ASV 3544 _	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	8	0	36	10	0
ASV 3545 _	0	0	0	0	0	31	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3546 _	0	0	0	0	0	12	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	32	15	0
ASV 3547 _	0	0	0	0	0	0	0	30	0	0	0	0	0	32	0	0	0	22	0	6	0	0	0	0	0	0	0	0	0	0
ASV 3548 _	0	0	0	0	0	0	0	7	0	32	0	0	0	0	0	16	0	0	13	12	0	10	0	0	0	0	0	0	0	0
ASV 3549 _	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3550 _	0	0	0	0	0	0	0	0	0	46	0	14	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0
ASV 3551 _	0	0	0	0	0	0	0	0	0	0	22	0	0	0	36	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3552 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3553 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0
ASV 3554 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0
ASV 3555 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0
ASV 3556 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	67	0	18
ASV 3557 _	27	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0
ASV 3558 _	12	0	3	45	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0
ASV 3559 _	19	0	0	12	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0
ASV 3560 _	5	0	0	23	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	13	0	0	14	7	0	0
ASV 3561 _	3	8	17	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0
ASV 3562 _	0	13	0	0	0	22	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	18	0	0	6	0
ASV 3563 _	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	30	17	0
ASV 3564 _	0	29	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0
ASV 3565 _	0	7	0	59	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0
ASV 3566 _	0	29	7	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	10	4
ASV 3567 _	0	13	0	9	0	15	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	26	0	0	0	0	0
ASV 3568 _	0	4	8	18	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	10	0	26	0	0
ASV 3569 _	0	0	29	31	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
ASV 3570 _	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	18	0	0	0	0	0	0
ASV 3571 _	0	0	30	0	0	21	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV 3572 _	0	0	3	0	0	20	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	15	0	0
ASV 3573 _	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3574 _	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	8	0	0	0	0	0	0
ASV 3575 _	0	0	0	19	34	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	2	7	9	0	0
ASV 3576 _	0	0	0	2	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	12	0	0	10	10
ASV 3577 _	0	0	0	0	0	8	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6
ASV 3578 _	0	0	0	0	0	0	0	0	12	26	0	13	0	0	2	27	0	0	0	6	3	0	0	0	0	0	0	0	0	0
ASV 3579 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0
ASV 3580 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0
ASV 3581 _	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	17	36	4	0
ASV 3582 _	37	7	4	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	22
ASV 3583 _	32	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0
ASV 3584 _	8	8	0	0	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	22	4	8	5	4	0	0
ASV 3585 _	10	0	0	11	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	17	0	0	0	5	0	3
ASV 3586 _	18	0	0	9	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0
ASV 3587 _	9	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0
ASV 3588 _	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV 3589 _	0	61	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	12	1	3
ASV 3590 _	0	56	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	9	0
